Tiempo,Posición,Temperatura
1698098400,-7.395666666666667,31.790666666666667
1698102000,-7.395166666666666,31.76883333333333
1698105600,-7.404166666666667,31.76966666666667
1698109200,-7.404,31.753333333333334
1698112800,-7.4030000000000005,31.764166666666664
1698116400,-7.402166666666667,31.754166666666666
1698120000,-7.403833333333334,31.7505
1698123600,-7.399500000000001,31.746
1698127200,-7.395833333333333,31.758333333333333
1698130800,-7.405,31.755166666666664
1698134400,-7.399500000000001,31.749166666666667
1698138000,-7.396333333333333,31.742666666666665
1698141600,-7.397333333333333,31.738833333333332
1698145200,-7.403833333333334,31.741333333333333
1698148800,-7.403833333333334,31.750333333333334
1698152400,-7.3965000000000005,31.7765
1698156000,-7.402333333333333,31.780250000000002
1698159600,-7.396833333333333,31.773416666666666
1698163200,-7.404916666666667,31.737166666666667
1698166800,-7.398750000000001,31.75041666666667
1698170400,-7.406333333333333,31.7385
1698174000,-7.405666666666666,31.729166666666668
1698177600,-7.409583333333333,31.729
1698181200,-7.4004166666666675,31.721833333333333
1698184800,-7.398083333333333,31.721833333333333
1698188400,-7.401083333333333,31.716833333333334
1698192000,-7.42,31.72
